config,seed,epoch,h_alpha,rho,s_tau,train_loss,val_acc
full,44,3,0.3160349405909466,0.7068763238023529,0.13411569595336914,0.05004821243560053,0.9753086419753086
full,44,4,0.32295615672838196,0.781511000990793,0.08962106704711914,0.04050886536190231,0.982363315696649
full,44,5,0.283492135593878,0.24610296992089772,0.11869621276855469,0.02668005441479492,0.9920634920634921
full,44,6,0.3331922907127662,0.3893305504719139,0.10894536972045898,0.018208690771153047,0.9894179894179894
full,44,7,0.287319184127666,0.29175863535736396,0.1255049705505371,0.02244722567363526,0.9902998236331569
full,44,8,0.26556501054358306,0.6673390418641316,0.13996410369873047,0.024278100896753422,0.9885361552028219
full,44,9,0.292780006791866,1.4838400032219077,0.13737821578979492,0.020995352159057852,0.9691358024691358
full,44,10,0.2945127352811925,0.8286978896348033,0.12768840789794922,0.016276070572511882,0.9814814814814815
full,44,11,0.2796254214715437,0.6655821768343766,0.1339554786682129,0.01078264474606906,0.9902998236331569
full,44,12,0.2878797300163626,0.7904924532133281,0.13332557678222656,0.00887285927711836,0.9761904761904762
full,44,13,0.2989661870316759,1.3602509079878338,0.1392383575439453,0.014911111569537507,0.9902998236331569
full,44,14,0.3370198198984297,0.7127075601166437,0.11994075775146484,0.021904476578977417,0.9902998236331569
full,44,15,0.3874249628706957,0.8680670741533931,0.11623477935791016,0.018956997217814624,0.9885361552028219
full,45,0,0.26861548096249394,1.3183609346715401,0.0653219223022461,1.1092037013643903,0.8959435626102292
full,45,1,0.3234170610955398,0.5668455734543383,0.1091156005859375,0.1796674951178867,0.9417989417989417
full,45,2,0.3052262901463886,0.7370726922482895,0.09899616241455078,0.07807355970482166,0.9514991181657848
full,45,3,0.257256391572629,0.616278162110718,0.1150217056274414,0.04888708364621131,0.9744268077601411
full,45,4,0.3215663980310914,0.15323819013489082,0.13744258880615234,0.0379406412083512,0.9761904761904762
full,45,5,0.2942971361096658,0.22647087606587082,0.14056921005249023,0.022799245942769768,0.9832451499118166
full,45,6,0.28857809174133275,0.5424857267669336,0.13360071182250977,0.015532088787692655,0.9708994708994709
full,45,7,0.2984643634767463,0.500288891669815,0.1260395050048828,0.02910755594132168,0.9841269841269841
full,45,8,0.29894841551138046,0.7368630926180696,0.14261674880981445,0.0181182982959346,0.9805996472663139
full,45,9,0.31476181986714535,1.5051514217927786,0.12469053268432617,0.012849708669906932,0.982363315696649
full,45,10,0.2975420233533231,0.5742586110053858,0.12214088439941406,0.013626797717467278,0.9867724867724867
full,45,11,0.3025063895291814,1.2926558997334312,0.1507430076599121,0.013720920788812664,0.9285714285714286
full,45,12,0.3133676752871571,1.249284748575992,0.15582656860351562,0.0396013692664074,0.9805996472663139
full,45,13,0.3064886865433102,1.5171524316588734,0.19269371032714844,0.020025961159130815,0.9753086419753086
full,45,14,0.28920412929977507,0.5740780116013493,0.18954801559448242,0.011161951157767734,0.9885361552028219
full,45,15,0.27684116441387324,1.584847937817078,0.17755508422851562,0.009550754066052665,0.9841269841269841
full,45,16,0.26545783288018876,0.7416333946714543,0.17526817321777344,0.0180882264489346,0.9805996472663139
full,45,17,0.2304995290973282,0.5997869012039113,0.17170333862304688,0.007231008012420748,0.9850088183421517
full,45,18,0.24884539282943385,0.48039599012222445,0.16921043395996094,0.00386427718733676,0.9850088183421517
full,45,19,0.25212068519457387,0.5346173924355637,0.1756744384765625,0.00389796889362257,0.9858906525573192
full,45,20,0.18557027233804596,1.3603179063173227,0.19618940353393555,0.019064263402303442,0.9876543209876543
full,45,21,0.21823231497658574,1.1987069920191618,0.18721866607666016,0.006562854768039598,0.9876543209876543
full,45,22,0.2320397627949454,2.23962788541794,0.1604595184326172,0.0053108255037487406,0.9867724867724867
full,45,23,0.22915098762203143,3.1334151981848457,0.1582942008972168,0.0033466877062130617,0.9867724867724867
full,45,24,0.22470062304845506,0.5308942137034532,0.16493701934814453,0.008365305326852627,0.9867724867724867
full,46,0,0.250051463402136,1.2460447548229343,0.07221603393554688,1.1631773435880268,0.8800705467372134
full,46,1,0.24557088339041236,0.7125645975764964,0.13397216796875,0.14705501117223335,0.9708994708994709
full,46,2,0.2914069420205547,0.5842875953104599,0.12438344955444336,0.07119210704440253,0.9779541446208113
full,46,3,0.2804777585348145,0.6333660482423292,0.12657976150512695,0.055010418599796676,0.9832451499118166
full,46,4,0.3301367196728834,0.3395919043868891,0.12062740325927734,0.02553874175314167,0.9858906525573192
full,46,5,0.3173290064732026,0.557741527779507,0.14084911346435547,0.028722859217939465,0.9770723104056437
full,46,6,0.3138082852750814,0.6736653468750015,0.13107061386108398,0.03184098672848237,0.9779541446208113
full,46,7,0.29188153996072413,0.7977154954009813,0.15373754501342773,0.0264293999514646,0.982363315696649
full,46,8,0.2862635085250679,0.7852899855866924,0.15625476837158203,0.015997690983533364,0.9867724867724867
full,46,9,0.2867824876411933,0.6848523267909911,0.1410069465637207,0.013227200061146195,0.9894179894179894
full,46,10,0.3036831835193834,0.568722312960258,0.1500997543334961,0.012022686047649866,0.9885361552028219
full,46,11,0.2684503878350992,0.7722172157964233,0.13456439971923828,0.00873758511734635,0.9911816578483245
full,46,12,0.30039124700219993,0.5166523662502818,0.14250469207763672,0.009292757106052313,0.9876543209876543
full,46,13,0.253773585415632,0.3610950760386933,0.1494464874267578,0.015582204744853684,0.9894179894179894
full,46,14,0.27589429870137144,1.1661007725781845,0.1677379608154297,0.02568635131913158,0.9850088183421517
full,46,15,0.2800197165270749,0.9687510326180115,0.18281078338623047,0.037254473543637916,0.9911816578483245
full,46,16,0.29139407624769875,0.46397708091605305,0.1456899642944336,0.019564684965096567,0.9885361552028219
full,46,17,0.27623308085629333,0.6222471121842893,0.1677398681640625,0.005208739077423165,0.9894179894179894
full,46,18,0.2928929016775517,0.4012301311394365,0.16110992431640625,0.009149985764973226,0.9805996472663139
full,46,19,0.2761962617016581,0.5255218746732196,0.1794414520263672,0.0026651608192712808,0.9894179894179894
full,46,20,0.27545575911009196,1.1769217161970824,0.1800227165222168,0.004132927943338539,0.9894179894179894
full,46,21,0.31821670340947145,2.9474028917363775,0.15517330169677734,0.0028744212144778836,0.9902998236331569
full,47,0,0.2824085508449746,1.651028574115586,0.06342029571533203,1.2495270604809756,0.7918871252204586
full,47,1,0.2756847813840814,0.6895513313531348,0.11062479019165039,0.274107759479132,0.9135802469135802
full,47,2,0.29629428744112885,0.37694518496298224,0.11850976943969727,0.09576773100609322,0.9902998236331569
full,47,3,0.3417972095717384,0.49498030802291243,0.1084589958190918,0.03992480278375558,0.9497354497354498
full,47,4,0.3261027305811407,0.2537818371542542,0.11578178405761719,0.03466949075247842,0.9603174603174603
full,47,5,0.31658881716006093,0.33774536954749573,0.08960580825805664,0.033370613570318744,0.9779541446208113
full,47,6,0.332629775288069,0.5419556346838056,0.09537458419799805,0.031019833865656446,0.9894179894179894
full,47,7,0.38005085518236525,0.4842183492939927,0.08145952224731445,0.01747329702047534,0.9753086419753086
full,47,8,0.34562458461472223,0.9254787340467225,0.11692476272583008,0.030360465548307448,0.9876543209876543
full,47,9,0.3776823125184391,0.4794366216575944,0.10946941375732422,0.01538385556432125,0.9444444444444444
full,47,10,0.38878628371848395,0.5716811033089465,0.11667537689208984,0.009925621536363956,0.9911816578483245
full,47,11,0.3821109549624316,0.7811593337982309,0.11002922058105469,0.008627483164377718,0.9894179894179894
full,47,12,0.3857424779379187,0.7133194215903684,0.10477399826049805,0.0064208802998696685,0.9929453262786596
full,47,13,0.3843601537360503,0.7509475507249642,0.09426689147949219,0.0043611426721415,0.9867724867724867
full,47,14,0.39793423552814833,0.8109440349168489,0.0988149642944336,0.003977822966557573,0.9867724867724867
full,47,15,0.37856876136404144,0.47515348119333684,0.11608219146728516,0.011122881494693385,0.9268077601410935
full,47,16,0.35950056472049896,0.2801807513551469,0.10036802291870117,0.008919365806131991,0.9814814814814815
full,47,17,0.363312236309343,0.2748913601708887,0.09465312957763672,0.0054850246078311515,0.9920634920634921
full,47,18,0.4070753593217344,0.45900901629489094,0.08432674407958984,0.002519342877934824,0.9938271604938271
full,47,19,0.38181692740547274,0.5504869754182494,0.09531831741333008,0.001016147726739687,0.9929453262786596
full,47,20,0.35570435419381624,0.5073975147414836,0.10250282287597656,0.0008415801921639048,0.9929453262786596
full,47,21,0.3772844817672555,0.3683289136242059,0.09575366973876953,0.0009193180832175575,0.9929453262786596
full,47,22,0.47831633579179933,1.3507193607959627,0.0926213264465332,0.03680674240129661,0.9682539682539683
full,47,23,0.34209828625603655,0.6774156264740806,0.07489490509033203,0.027412420655766153,0.9911816578483245
full,47,24,0.3228594283925439,0.5384128159199402,0.08964300155639648,0.014120947601198334,0.9700176366843033
full,47,25,0.255290763472204,0.8602555042911532,0.11676788330078125,0.017702369322790536,0.9876543209876543
full,47,26,0.2773047611046249,0.9461803956667799,0.13000202178955078,0.015366830982377672,0.9894179894179894
full,47,27,0.22990512015828737,1.3780293296684647,0.1456928253173828,0.009223419004376874,0.9779541446208113
full,47,28,0.24801736668834978,0.6284489531093946,0.1420745849609375,0.013155204328079725,0.9929453262786596
full,48,0,0.32617437095489865,1.055147730292574,0.08472394943237305,1.1002782755337785,0.890652557319224
full,48,1,0.3741479908969906,0.43196964945196376,0.11293840408325195,0.18628451703447152,0.9232804232804233
full,48,2,0.37772858632643513,0.564730140032996,0.08057308197021484,0.10274169994454806,0.9779541446208113
full,48,3,0.3514014795804607,0.626480617837986,0.10371589660644531,0.0430805040910581,0.972663139329806
full,48,4,0.3626543059505853,0.5178871549597145,0.0920720100402832,0.0338097273126436,0.982363315696649
full,48,5,0.36734259738197517,0.6419711706789064,0.09017181396484375,0.026325211359732818,0.9814814814814815
full,48,6,0.4578053267776919,0.5528147229340917,0.06263208389282227,0.025189558106023347,0.9929453262786596
full,48,7,0.4231428695780799,0.480706714726005,0.07081317901611328,0.014363716233617436,0.9911816578483245
full,48,8,0.4187362485612973,0.24691257788754506,0.07754230499267578,0.015060401793346879,0.9885361552028219
full,48,9,0.39278191901373977,0.6524382434166969,0.062134742736816406,0.02017709858383271,0.9682539682539683
full,48,10,0.376598884684795,0.6056169868063519,0.08318090438842773,0.03067243110475807,0.9850088183421517
full,48,11,0.39146256327110895,0.8449488303372745,0.07883071899414062,0.010868312628026023,0.9920634920634921
full,48,12,0.31728067554761813,1.4070440974640919,0.10753631591796875,0.02230233191994729,0.9850088183421517
full,48,13,0.3198043628482633,0.4260461884280614,0.1135106086730957,0.011220085017658693,0.9858906525573192
full,48,14,0.31509187653778753,0.3646587048417629,0.1044459342956543,0.00751402352895033,0.9885361552028219
full,48,15,0.3263252279273998,1.0681574891985965,0.10975408554077148,0.007472723743576311,0.9902998236331569
full,48,16,0.3277426010057898,0.6758235945666116,0.10553359985351562,0.008013884239856123,0.982363315696649
full,49,0,0.25022197751549236,1.416940487254528,0.06479692459106445,1.1127250800507589,0.8932980599647267
full,49,1,0.32079503005240995,0.6695564176425746,0.07800769805908203,0.18907282346590668,0.9770723104056437
full,49,2,0.3236390797917384,0.5469372295790058,0.08331727981567383,0.0795344412270497,0.9708994708994709
full,49,3,0.37121469449081224,0.4957084951950653,0.0905771255493164,0.04031611517218145,0.9902998236331569
full,49,4,0.33939565582372055,0.5432830126247626,0.09234094619750977,0.023393316516823057,0.9717813051146384
full,49,5,0.3717654864915286,0.3197651524216949,0.09280633926391602,0.017279562315793084,0.9885361552028219
full,49,6,0.41089098377282773,0.7439645085779975,0.09076356887817383,0.024252021895722963,0.9858906525573192
full,49,7,0.31071593837045175,0.22306945666368916,0.10969066619873047,0.01466659001442192,0.9894179894179894
full,49,8,0.328383540869346,1.6269612715648576,0.11747121810913086,0.014983332051402091,0.9858906525573192
full,49,9,0.2551009523550244,1.844736298115584,0.11546802520751953,0.028435017303257436,0.9876543209876543
full,49,10,0.30452617409810145,0.967081495224428,0.10822010040283203,0.014409646265158038,0.9902998236331569
full,49,11,0.3870518936215923,1.4218256836443393,0.08075571060180664,0.015450820056489265,0.9559082892416225
full,49,12,0.3258951666686932,0.8254585783828671,0.1586160659790039,0.026184816521297484,0.9832451499118166
full,49,13,0.3176769435603074,1.9498708653316361,0.16524362564086914,0.023138640351658257,0.9832451499118166
full,50,0,0.4027859198748781,1.2522736587396397,0.08166265487670898,1.1969146257039731,0.8571428571428571
full,50,1,0.42537583785146105,0.4915869306375662,0.10283279418945312,0.17684948606555964,0.9506172839506173
full,50,2,0.4780218171106726,0.49382626726763806,0.11735010147094727,0.06855890723628162,0.9717813051146384
full,50,3,0.480324966999725,0.21978167431828868,0.1132516860961914,0.042104332556473605,0.9867724867724867
full,50,4,0.4721100876949056,0.44750972365665803,0.104766845703125,0.03589559206211108,0.9673721340388007
full,50,5,0.48987312044370096,0.32106491272288834,0.1133885383605957,0.020743392368473074,0.9867724867724867
full,50,6,0.32806846018368085,0.6215705808643603,0.13309431076049805,0.039087675852547604,0.9858906525573192
full,50,7,0.36164085949408886,0.2525229865585495,0.13030385971069336,0.021365228817936874,0.9885361552028219
full,50,8,0.3211912991196802,2.2160583014698014,0.1350235939025879,0.017301474729565537,0.9920634920634921
full,50,9,0.3489740554163941,0.8082589438079739,0.13175153732299805,0.012289715000200884,0.9885361552028219
full,50,10,0.3646052584441044,0.5032630653273603,0.1558666229248047,0.008912265834342957,0.9779541446208113
full,50,11,0.39283303638802786,0.2501201136692365,0.14484024047851562,0.014574770200420355,0.9779541446208113
full,50,12,0.44161599872846496,0.3504380046914458,0.12639236450195312,0.012611010053352743,0.9902998236331569
full,50,13,0.41835932159608863,0.7570099039159697,0.14847993850708008,0.01006693994717564,0.9603174603174603
full,50,14,0.41853027626753037,0.8440141465965457,0.1341085433959961,0.01104789622232194,0.9850088183421517
full,50,15,0.3854843984169607,1.3974461165601133,0.13535547256469727,0.037973047857111544,0.9911816578483245
full,50,16,0.3555120448617342,0.814727277816498,0.129974365234375,0.02083931162317008,0.9876543209876543
full,50,17,0.3867982428273267,0.9202987685609844,0.14643144607543945,0.017393082225954305,0.9894179894179894
full,50,18,0.35382270965417945,0.6811615673563318,0.13094663619995117,0.008446414397169926,0.9902998236331569
full,51,0,0.31105905116809107,2.3002113214045776,0.06291723251342773,1.1256980151613825,0.890652557319224
full,51,1,0.3935135594726591,7.670456868304073,0.07810068130493164,0.17247294183491038,0.9673721340388007
full,51,2,0.4386390563395337,16.572880832414686,0.08145999908447266,0.04619930923486287,0.9735449735449735
full,51,3,0.2872460573256867,10.741961771854763,0.11572647094726562,0.02496004416181432,0.9973544973544973
full,51,4,0.26730183421723863,14.232771508240786,0.1250014305114746,0.009374719216591783,0.9920634920634921
full,51,5,0.3671986401725722,8.37958645034311,0.10479879379272461,0.014683179122987833,0.9947089947089947
full,51,6,0.27344544447409125,9.009451045555037,0.13093900680541992,0.019396977542772136,0.9920634920634921
full,51,7,0.2635027949948806,13.75593512563626,0.12990951538085938,0.01214415905662782,0.9982363315696648
full,51,8,0.2339938261174588,13.643656186671725,0.13202142715454102,0.005508297529544622,0.9982363315696648
full,51,9,0.22235000648863718,10.592056710932887,0.13404035568237305,0.002128104297878912,0.9973544973544973
full,51,10,0.20845205623963672,10.176726221170448,0.13762903213500977,0.0012977972541508445,0.9991181657848325
full,51,11,0.21201008008480382,8.348512645316738,0.13985633850097656,0.0007124828449337801,0.9991181657848325
full,51,12,0.2245360738502167,7.889339079446279,0.13938045501708984,0.0005598481518076698,0.9991181657848325
full,51,13,0.20232955077020198,7.009775119125346,0.14669179916381836,0.0004675163874594116,0.9991181657848325
full,51,14,0.21955307718041184,7.33853016170412,0.13960742950439453,0.0004135414171162838,0.9982363315696648
full,51,15,0.21769097796144,8.144315050657942,0.14083337783813477,0.00035805906084114834,0.9982363315696648
full,51,16,0.20982905934264215,6.158784573009424,0.1403031349182129,0.00031744080184478783,0.9991181657848325
full,51,17,0.20982775048823338,8.258483105369207,0.14360332489013672,0.00028814696902176894,0.9982363315696648
full,51,18,0.2242194398371651,8.236296130027505,0.13840627670288086,0.00026101637213245927,0.9982363315696648
full,51,19,0.21138931316904938,7.992868259330298,0.14480304718017578,0.0002428063950020938,0.9982363315696648
full,51,20,0.1870825833656176,7.037947155509644,0.1481647491455078,0.00021808079395651568,0.9982363315696648
tsnet_vanilla,42,0,,,,1.1742198950894747,0.8809523809523809
tsnet_vanilla,42,1,,,,0.20878996908980071,0.9444444444444444
tsnet_vanilla,42,2,,,,0.10533589625890202,0.9770723104056437
tsnet_vanilla,42,3,,,,0.043321391982916894,0.9911816578483245
tsnet_vanilla,42,4,,,,0.01655403013148951,0.9982363315696648
tsnet_vanilla,42,5,,,,0.008269362133848096,0.9947089947089947
tsnet_vanilla,42,6,,,,0.005103720903244554,0.9973544973544973
tsnet_vanilla,42,7,,,,0.006730639596785773,0.9947089947089947
tsnet_vanilla,42,8,,,,0.013087554605296184,0.9947089947089947
tsnet_vanilla,42,9,,,,0.020183695197240566,0.9955908289241623
tsnet_vanilla,42,10,,,,0.007833860780077952,0.9982363315696648
tsnet_vanilla,42,11,,,,0.007996903350175508,0.9973544973544973
tsnet_vanilla,42,12,,,,0.0041713189842807336,0.9982363315696648
tsnet_vanilla,42,13,,,,0.00136876515827676,0.9982363315696648
tsnet_vanilla,42,14,,,,0.0006370205826915164,0.9991181657848325
tsnet_vanilla,42,15,,,,0.0005458085812685993,0.9991181657848325
tsnet_vanilla,42,16,,,,0.0004587036537081116,0.9991181657848325
tsnet_vanilla,42,17,,,,0.0003663006032998684,0.9991181657848325
tsnet_vanilla,42,18,,,,0.00032060691224128146,0.9991181657848325
tsnet_vanilla,42,19,,,,0.00028595527110375653,0.9991181657848325
tsnet_vanilla,42,20,,,,0.00026257193161337267,0.9991181657848325
tsnet_vanilla,42,21,,,,0.00024440002821080346,0.9991181657848325
tsnet_vanilla,42,22,,,,0.00022391440128261336,0.9991181657848325
tsnet_vanilla,42,23,,,,0.00019954189686146893,0.9991181657848325
tsnet_vanilla,42,24,,,,0.00039985397228202413,0.9982363315696648
tsnet_vanilla,43,0,,,,1.1996917838817822,0.908289241622575
tsnet_vanilla,43,1,,,,0.19965710332694597,0.9647266313932981
tsnet_vanilla,43,2,,,,0.07208438854149274,0.9955908289241623
tsnet_vanilla,43,3,,,,0.023435907489081628,0.9788359788359788
tsnet_vanilla,43,4,,,,0.019539317016180772,0.9964726631393298
tsnet_vanilla,43,5,,,,0.011199542994942524,0.9964726631393298
tsnet_vanilla,43,6,,,,0.005274544595314848,0.9982363315696648
tsnet_vanilla,43,7,,,,0.002519925131278784,0.9991181657848325
tsnet_vanilla,43,8,,,,0.001735771356822074,0.9991181657848325
tsnet_vanilla,43,9,,,,0.0012149882133457408,0.9991181657848325
tsnet_vanilla,43,10,,,,0.0010131356589360978,0.9991181657848325
tsnet_vanilla,43,11,,,,0.0009512957479404912,0.9991181657848325
tsnet_vanilla,43,12,,,,0.00783495211414852,0.982363315696649
tsnet_vanilla,43,13,,,,0.027814412168533354,0.9964726631393298
tsnet_vanilla,43,14,,,,0.006894912098322165,0.9964726631393298
tsnet_vanilla,43,15,,,,0.0017874319569537878,0.9982363315696648
tsnet_vanilla,43,16,,,,0.0024649451182924987,0.9982363315696648
tsnet_vanilla,43,17,,,,0.001180098519879812,0.9982363315696648
tsnet_vanilla,44,0,,,,1.1707888889159566,0.8994708994708994
tsnet_vanilla,44,1,,,,0.1988342790691941,0.9488536155202821
tsnet_vanilla,44,2,,,,0.09288459407195213,0.9770723104056437
tsnet_vanilla,44,3,,,,0.039130819222283744,0.9947089947089947
tsnet_vanilla,44,4,,,,0.020085634397608892,0.9964726631393298
tsnet_vanilla,44,5,,,,0.008062071977880132,0.9947089947089947
tsnet_vanilla,44,6,,,,0.008301563379872177,0.9982363315696648
tsnet_vanilla,44,7,,,,0.0028158162483975053,0.9982363315696648
tsnet_vanilla,44,8,,,,0.004679879509859373,0.9973544973544973
tsnet_vanilla,44,9,,,,0.002332399597582256,0.9991181657848325
tsnet_vanilla,44,10,,,,0.0017442388237592676,0.9973544973544973
tsnet_vanilla,44,11,,,,0.0034484865558520243,0.9973544973544973
tsnet_vanilla,44,12,,,,0.00405365164532134,0.9991181657848325
tsnet_vanilla,44,13,,,,0.008322186555638796,0.9973544973544973
tsnet_vanilla,44,14,,,,0.002731761896352052,0.9991181657848325
tsnet_vanilla,44,15,,,,0.000972339067219539,0.9991181657848325
tsnet_vanilla,44,16,,,,0.000642945739493064,0.9991181657848325
tsnet_vanilla,44,17,,,,0.0004453073579841593,0.9991181657848325
tsnet_vanilla,44,18,,,,0.00037770301339590327,0.9991181657848325
tsnet_vanilla,44,19,,,,0.00032057560772787445,0.9991181657848325
tsnet_vanilla,45,0,,,,1.1801058087985081,0.8403880070546738
tsnet_vanilla,45,1,,,,0.24410744857265476,0.8985890652557319
tsnet_vanilla,45,2,,,,0.15166093254192978,0.955026455026455
tsnet_vanilla,45,3,,,,0.07187031211721473,0.9876543209876543
tsnet_vanilla,45,4,,,,0.03480820937289132,0.9894179894179894
tsnet_vanilla,45,5,,,,0.03541949364051887,0.9973544973544973
tsnet_vanilla,45,6,,,,0.01241286906842438,0.9964726631393298
tsnet_vanilla,45,7,,,,0.012265502596985006,0.9982363315696648
tsnet_vanilla,45,8,,,,0.00795414354631048,0.9973544973544973
